,0
0,3422.4414217472076
1,3835.20332801342
2,3279.959986925125
3,4310.307712465525
4,4485.989238023758
5,4168.960790455341
6,4062.0617351531982
7,3287.6018249988556
8,4155.970773160458
9,4045.796208322048
10,3956.99256670475
11,3469.420751452446
12,3896.0515914559364
13,3772.7682445049286
14,3769.593965470791
15,3712.3052390813828
16,3857.3182883262634
17,3837.614757835865
18,3805.975327670574
19,3815.3475258350372
20,3716.871331036091
21,3978.7600352168083
22,3817.351052105427
23,3897.689807653427
24,3816.1238629817963
25,3881.228705763817
26,3701.40166336298
27,3849.179100394249
28,3820.7243136763573
29,3884.894016623497
30,3747.2521238923073
31,3822.578833758831
32,3940.964143574238
33,3810.4590722322464
34,3940.577394783497
35,3811.1364505290985
36,3823.929969906807
37,3751.7311831712723
38,3877.5262675881386
39,3890.7669475078583
40,3936.365538597107
41,3767.7460473775864
42,3869.3082107305527
43,3757.520346879959
44,3812.5245720148087
45,3883.2361364364624
46,3769.3507567048073
47,3874.850971162319
48,4239.7689000964165
49,3823.6663162708282
50,3827.5352239608765
51,3907.3290669322014
52,3762.4540915489197
53,3863.7261933088303
54,3811.561817407608
55,3764.5707744956017
56,3760.2277303934097
57,3789.249720275402
58,3872.028443276882
59,4114.856920480728
60,4305.519956946373
61,3913.20079100132
62,4619.370505034924
63,4605.184675812721
64,4508.563356041908
65,4453.773589074612
66,4686.740823984146
67,4405.54414075613
68,4035.23863363266
69,4064.2769510149956
70,4178.65840280056
71,4121.42632573843
72,3816.8968636393547
73,4215.420337736607
74,4053.902954220772
75,4228.967548727989
76,4024.028668820858
77,4023.6394354104996
78,3844.5909308195114
79,3911.0186560750008
80,3849.453331410885
81,3805.002563595772
82,4036.875501036644
83,4027.6846801042557
84,3947.0303778648376
85,3742.676448404789
86,3038.9166734218597
87,4540.24332100153
88,3022.21435046196
89,4050.6928256750107
90,3394.0557074546814
91,3638.3163194060326
92,3745.8027387857437
93,3771.2489351034164
94,3979.552344918251
95,3877.2470673322678
96,3801.1984689831734
97,3745.585937976837
98,3876.4602237939835
99,3926.599705696106
100,3905.311697781086
101,3817.881411910057
102,3967.6491002440453
103,3878.9910573363304
104,3950.3034027814865
105,3808.165484368801
106,3999.1403760910034
107,3864.090651512146
108,3902.5637794733047
109,4472.054852306843
110,3089.5011152029037
111,4382.497732043266
112,4052.1235406398773
113,3709.1287593841553
114,3651.084353685379
115,3815.053985774517
116,3815.613096177578
117,3942.365823984146
118,3811.398400425911
119,3903.9260609149933
120,4002.063282608986
121,3263.239348769188
122,4079.517962694168
123,3784.8853084445
124,3858.80203217268
125,3798.465245425701
126,3905.2759192585945
127,3734.2309423685074
128,3871.53116440773
129,3985.2124503850937
130,3265.1419994831085
131,4063.770159602165
132,3851.8493565917015
133,3974.8221970796585
134,3837.309504568577
135,4030.8253812789917
136,4028.462579011917
137,3842.0983604192734
138,4173.715500533581
139,3290.7702119350433
140,4186.882067799568
141,3732.7173120975494
142,3732.586621105671
143,3789.61574023962
144,3864.934357345104
145,4019.5411618351936
146,4016.1784066557884
