,0
0,3856.511993765831
1,4154.911970257759
2,4660.033044308424
3,4661.3928677514195
4,4678.06561486423
5,4355.900979369879
6,4246.733430862427
7,4267.054460316896
8,4066.8587547540665
9,4391.290481418371
10,4617.334057554603
11,4623.717764116824
12,4630.770285911858
13,4607.254754394293
14,4650.171038880944
15,4636.20243640244
16,4631.523879915476
17,4418.851053535938
18,4271.597303330898
19,4150.821931421757
20,4017.269651591778
21,4463.5669657588005
22,4213.700022608042
23,4229.130575269461
24,4709.83502613008
25,4764.949710354209
26,4694.3059139326215
27,4704.078375443816
28,4583.273418813944
29,4363.231885045767
30,4327.100049644709
31,4090.9220827817917
32,4225.647458016872
33,4391.6769107580185
34,4597.533413931727
35,4621.262019328773
36,4145.299686849117
37,4565.764712557197
38,4600.801824554801
39,4552.751641541719
40,4502.849298834801
41,4378.613668173552
42,4226.99312800169
43,4197.785359561443
44,4626.174458384514
45,4401.5308056771755
46,4303.468335539103
47,4144.397131025791
48,4174.334312796593
49,4570.032241970301
50,4602.770583897829
51,4595.3921687453985
52,4574.531533151865
53,4468.28870138526
54,4301.593193113804
55,4247.055153608322
56,4046.0622045993805
57,4184.490585923195
58,4447.870842754841
59,4567.632063925266
60,4616.639198184013
61,4587.06821385026
62,4552.6908925920725
63,4522.527681425214
64,4565.05606354773
65,4565.720255613327
66,4447.891216635704
67,4281.572696149349
68,4254.770962357521
69,4044.77240306139
70,4425.345529764891
71,4634.470230594277
72,4622.1397289559245
73,4648.174664765596
74,4424.156710267067
75,4647.491891294718
76,4688.571704685688
77,4682.950261674821
78,4265.312564492226
79,4216.682205051184
80,3988.439829289913
81,4723.147955238819
82,4569.3813958615065
83,4461.742829024792
84,4049.11537617445
85,5101.91550886631
86,4256.778925448656
87,4903.803281083703
88,3717.5627651810646
89,4291.347260713577
90,4301.283786982298
91,4177.0258302390575
92,4135.001364469528
93,4479.119122803211
94,4299.437785595655
95,4093.771941483021
96,4123.217665493488
97,4271.458377599716
98,4342.652810096741
99,4610.7541104108095
100,4601.903487145901
101,4637.4713582620025
102,4509.811735421419
103,4387.6286135315895
104,4218.631105184555
105,4370.466706931591
106,4314.414398252964
107,4146.062252104282
108,4131.966579079628
109,4803.899565830827
110,4677.149837315083
111,4680.821395218372
112,4553.295595765114
113,4544.988589525223
114,4501.578025460243
115,4460.658612012863
116,4596.143961399794
117,4372.869050145149
118,4204.44644728303
119,4198.393416970968
120,4279.53161662817
121,3738.5522637963295
122,4378.855031222105
123,4509.056854739785
124,4608.034002095461
125,4569.233330279589
126,4526.369329288602
127,4385.2133502960205
128,4640.888375759125
129,4513.029619529843
130,4383.847696870565
131,4223.907088458538
132,4210.339361608028
133,4083.971536874771
134,4268.912920296192
135,4589.021586298943
136,4559.215947389603
137,4534.306854844093
138,4681.185720317066
139,4405.038946598768
140,4773.22457626462
141,4322.338134169579
142,4425.277344703674
143,4268.1062707901
144,4209.360031038523
145,4101.701072573662
146,4181.821749508381
